id	name	district	lat	long
2723	Harrisburg Middle School	Harrisburg SD 7J	44.2714617	-123.1657382
2733	Sojourner School	North Clackamas SD 12	45.4332701	-122.6162903
2735	Oregon City Service Learning Academy	Oregon City SD 62	45.3096791	-122.5054263
2781	Scholls Heights Elementary School	Beaverton SD 48J	45.4303152	-122.8451224
2782	Stoller Middle School	Beaverton SD 48J	45.5572357	-122.8225169
2783	Southridge High School	Beaverton SD 48J	45.4499929	-122.8069958
2784	Grandhaven Elementary School	McMinnville SD 40	45.23236139999999	-123.1864176
2787	Rosemont Ridge Middle School	West Linn-Wilsonville SD 3J	45.36886759999999	-122.6478243
2994	Lourdes School	Scio SD 95	44.7164382	-122.6920394
3132	Rockville Elementary School	Jordan Valley SD 3	43.0604192	-117.2921854
3147	Lake Creek Learning Center	Eagle Point SD 9	42.4264655	-122.6222947
3159	Paul L Patterson Elementary School	Hillsboro SD 1J	45.5459893	-122.9925973
3160	Orenco Elementary School	Hillsboro SD 1J	45.5286364	-122.907345
3198	Spring Mountain Elementary School	North Clackamas SD 12	45.4372894	-122.5347954
3215	Miller Elementary School	Salem-Keizer SD 24J	44.9105568	-122.9664952
3216	Summit High School	Bend-LaPine Administrative SD 1		
3217	Sky View Middle School	Bend-LaPine Administrative SD 1		
3218	High Lakes Elementary School	Bend-LaPine Administrative SD 1		
3219	Highland School at Kenwood Elementary School	Bend-LaPine Administrative SD 1		
3221	Westside Village Magnet School at Kingston Elementary School	Bend-LaPine Administrative SD 1	44.0603118	-121.3293654
3222	Middleton Elementary School	Sherwood SD 88J	45.3493918	-122.8681043
3227	Destinations Academy	Coos Bay SD 9	43.376339	-124.2258389
3229	Village School	Eugene SD 4J	44.0190186	-123.0919461
3233	Ridgeline Montessori	Eugene SD 4J	44.006456	-123.076236
3240	Lincoln City Career Technical High School	Lincoln County SD	44.9608339	-124.015927
3247	Armadillo Community Charter School	Phoenix-Talent SD 4	42.27251930000001	-122.8183226
3342	Oak Grove Elementary	North Clackamas SD 12	45.4121051	-122.5865561
3347	Burnt River School	Burnt River SD 30J	44.4397621	-118.1919097
3348	Days Creek Charter School	Douglas County SD 15	42.96972299999999	-123.16611
3349	Prairie City School	Prairie City SD 4	44.4560813	-118.7092361
3350	Monument School	Monument SD 8	44.8207779	-119.4202385
3351	Huntington School	Huntington SD 16J	44.4071743	-117.3680555
3352	Jewell School	Jewell SD 8	45.9292004	-123.4980778
3353	Dayville School	Dayville SD 16J	44.4675126	-119.5377839
3356	Prospect Charter School	Prospect SD 59	42.7534614	-122.4894275
3360	Paisley School	Paisley SD 11	42.7276493	-120.7307462
3361	Eddyville Charter School	Lincoln County SD	44.63423909999999	-123.7777481
3362	Harper Charter School	Harper SD 66	44.0196214	-117.7923573
3363	Ione Community Charter School	Ione SD R2	45.4988694	-119.8286374
3364	Helix Charter School	Helix SD 1	45.8505383	-118.6540928
3365	North Powder Charter School	North Powder SD 8J	45.0284737	-117.9199386
3366	Long Creek School	Long Creek SD 17	44.7134246	-119.0995864
3372	Cascade Locks School	Hood River County SD	45.6672859	-121.8920822
3373	Claggett Creek Middle School	Salem-Keizer SD 24J	44.98468	-123.011287
3374	Weddle Elementary School	Salem-Keizer SD 24J	44.9858157	-123.0121636
3375	Lamb Elementary School	Salem-Keizer SD 24J	44.9759546	-122.9600005
3376	Hammond Elementary School	Salem-Keizer SD 24J	44.9587234	-122.9832401
3377	Hallman Elementary School	Salem-Keizer SD 24J	44.9777466	-122.9956009
3378	Perrydale School	Perrydale SD 21	45.0418507	-123.2574749
3400	Camas Valley School	Camas Valley SD 21J	43.0341586	-123.6756786
3401	Triangle Lake Charter School	Blachly SD 90	44.1653656	-123.6009365
3402	Dufur School	Dufur SD 29	45.45498689999999	-121.1235045
3403	Spray School	Spray SD 1	44.8342395	-119.7928163
3404	Mitchell School	Mitchell SD 55	44.5642086	-120.1467633
3426	Desert View Elementary School	Hermiston SD 8	45.8308062	-119.3049038
3432	Ukiah Charter School	Ukiah SD 80R	45.13403	-118.9324815
3433	Echo School	Echo SD 5	45.740136	-119.189904
3434	Cove Charter School	Cove SD 15	45.3377673	-117.7232603
3437	Jacob Wismer Elementary School	Beaverton SD 48J	45.5597713	-122.823411
3440	Kings Valley Charter School	Philomath SD 17J		
3448	Realms Middle School	Bend-LaPine Administrative SD 1		
3452	Three Rivers Charter School	West Linn-Wilsonville SD 3J	45.3672577	-122.7029566
3455	Bolton Primary School	West Linn-Wilsonville SD 3J	45.3699223	-122.6189453
3458	Big Muddy Elementary	Jefferson County SD 509J	44.84179229999999	-120.4683893
3461	Luckiamute Valley Charter School	Dallas SD 2	44.8484805	-123.388286
3463	West Salem High School	Salem-Keizer SD 24J	44.957441	-123.082841
3464	Ash Creek Elementary School	Central SD 13J	44.8617967	-123.2125008
3490	Multnomah Learning Academy	Reynolds SD 7	45.5440271	-122.4609248
3493	Eagle Cap Innovative Jr/Sr High School	Baker SD 5J	44.7778187	-117.8340315
3503	Riverview School	Lebanon Community SD 9	44.5262752	-122.8907527
3504	Pioneer School	Lebanon Community SD 9	44.55033330000001	-122.9141565
3505	Sand Ridge Charter School	Lebanon Community SD 9	44.4803313	-122.8698201
3525	Earl Boyles Elementary	David Douglas SD 40	45.4942283	-122.5517326
3526	Lee Elementary School	Salem-Keizer SD 24J	44.8741931	-123.003458
3528	Optimum Learning Environment Charter School	Salem-Keizer SD 24J	45.0333154	-123.0197449
3529	Forest Ridge Elementary School	Salem-Keizer SD 24J	45.0333154	-123.0197449
3530	Alder Creek Middle School	North Clackamas SD 12	45.4232018	-122.5940598
3536	Imlay Elementary School	Hillsboro SD 1J	45.5119009	-122.9211813
3543	Hogan Cedars Elementary School	Gresham-Barlow SD 10J	45.48441829999999	-122.4072373
3553	Center for Advanced Learning	Gresham-Barlow SD 10J	45.5080927	-122.4404626
3554	Innovation Academy	Medford SD 549C	42.3355353	-122.8703586
3566	Kalapuya High School	Bethel SD 52	44.0761858	-123.1717572
3567	Prairie Mountain School	Bethel SD 52	44.0761858	-123.1717572
3569	Lewis & Clark Elementary School	St Helens SD 502	45.8622957	-122.8076924
3577	Springwater Trail High School	Gresham-Barlow SD 10J	45.4863337	-122.4072344
3579	Multi-sensory Instruction Teaching Children Hands-On (MITCH)	Tigard-Tualatin SD 23J	45.399064	-122.7826248
3580	Arthur Academy	David Douglas SD 40	45.5042727	-122.5221382
3615	Lighthouse Charter School	Coos Bay SD 9	43.3381815	-124.3714521
3649	Butler Creek Elementary School	Centennial SD 28J	45.4727843	-122.4582497
3740	Burns High Desert Academy	Harney County SD 3	43.1423225	-119.0116305
3913	Boones Ferry Primary School	West Linn-Wilsonville SD 3J	45.3004182	-122.7950485
3947	Pine Ridge Elementary	Bend-LaPine Administrative SD 1		
3950	Albany Options School	Greater Albany Public SD 8J	44.6238594	-123.0940155
3986	Fern Hill Elementary School	Forest Grove SD 15	45.5145602	-123.0717143
3989	Salish Ponds Elementary School	Reynolds SD 7	45.5297271	-122.4524415
3991	Emerson School	Portland SD 1J	45.5104737	-122.6768968
4004	New Urban High School	North Clackamas SD 12	45.4169834	-122.6431995
4005	Milwaukie El Puente Elementary School	North Clackamas SD 12		
4018	Liberty High School	Hillsboro SD 1J	45.5619163	-122.9023301
4020	Eagle Rock Elementary School	Eagle Point SD 9	42.4841128	-122.7994689
4021	White Mountain Middle School	Eagle Point SD 9	42.4379307	-122.8280782
4025	Coquille Valley Elementary	Coquille SD 8	43.220875	-124.1112193
4038	Siletz Valley Schools	Lincoln County SD	44.72178359999999	-123.920113
4040	Four Rivers Community School	Oregon Department of Education	43.8041334	-120.5542012
4041	Network Charter School	Eugene SD 4J	44.0306731	-123.0923586
4045	West Lane Charter School	Fern Ridge SD 28J	44.0549235	-123.3552016
4047	Windy River Elementary School	Morrow SD 1	45.8270072	-119.7038318
4048	Irrigon Elementary School	Morrow SD 1	45.8861427	-119.4962432
4058	Willamette Leadership Academy	Springfield SD 19	43.9947946	-123.0084328
4068	Harritt Elementary School	Salem-Keizer SD 24J	44.9641551	-123.0640015
4079	Resource Link Charter School	Coos Bay SD 9	43.37661320000001	-124.2257228
4116	Hawthorne Alternative High School	Pendleton SD 16	45.6831787	-118.7951848
4129	Ensworth Elementary School	Bend-LaPine Administrative SD 1		
4146	Cesar Chavez Elementary School	Eugene SD 4J	44.0430059	-123.1161196
4157	Holt Elementary School	Eugene SD 4J	44.071291	-123.0547413
4202	Nixyaawii Community School	Pendleton SD 16	45.66624059999999	-118.6926422
4206	City View Charter School	Hillsboro SD 1J	45.53302499999999	-122.8788008
4210	Jane Goodall Environmental Middle Charter School	Salem-Keizer SD 24J	44.9666823	-123.0245562
4216	Reynolds Arthur Academy	Reynolds SD 7	45.5265889	-122.3885166
4220	Sherwood Charter School	Sherwood SD 88J	45.35120320000001	-122.8405521
4221	South Columbia Family School	Scappoose SD 1J	45.8131887	-122.8551647
4223	Clackamas Web Academy	North Clackamas SD 12	45.4295962	-122.5728989
4226	Clackamas Middle College	North Clackamas SD 12		
4230	Woodburn Arthur Academy	Woodburn SD 103	45.1409533	-122.8489699
4232	Ron Russell Middle School	David Douglas SD 40	45.4940359	-122.5492287
4342	Joan Austin Elementary School	Newberg SD 29J	45.3167352	-122.9682755
4364	Alberta Rider Elementary School	Tigard-Tualatin SD 23J	45.4119666	-122.8112274
4369	Milwaukie Academy of the Arts	North Clackamas SD 12	45.4411833	-122.6386716
4378	URCEO-Upper Rogue Center for Educational Opportunities	Eagle Point SD 9	42.470097	-122.7997617
4390	Valley Inquiry Charter School	Salem-Keizer SD 24J	45.0068474	-122.9425763
4391	Phoenix School	Douglas County SD 4	43.2128259	-123.3094566
4392	Pioneer Secondary Alternative High School	Crook County SD	44.30140919999999	-120.8403544
4395	Childs Way Charter School	South Lane SD 45J3	43.8041334	-120.5542012
4396	Vernonia Middle School	Vernonia SD 47J	45.8602675	-123.1788483
4399	Oregon Charter Academy	Santiam Canyon SD 129J	43.8041334	-120.5542012
4400	Portland Arthur Academy Charter School	Portland SD 1J	45.5174442	-122.5862645
4429	Tom McCall Elementary School	Redmond SD 2J	44.3045403	-121.1799657
4434	Baker Prairie Middle School	Canby SD 86	45.2578262	-122.6704822
4435	Philander Lee Elementary School	Canby SD 86	45.2544635	-122.6857964
4440	Academy of Arts and Academics	Springfield SD 19	44.0460749	-123.0180421
4474	International School of Beaverton	Beaverton SD 48J	45.4903044	-122.8599149
4475	Cascade Heights Public Charter School	North Clackamas SD 12	45.4120678	-122.5693681
4476	TRAILS Outdoor School	Ashland SD 5	42.1917981	-122.687271
4480	Springwater Environmental Sciences School	Oregon City SD 62	45.36662680000001	-122.4657643
4481	Neah-Kah-Nie Middle School	Neah-Kah-Nie SD 56	45.6399437	-123.9391657
4484	Sweet Home Charter School	Sweet Home SD 55	44.431748	-122.7878061
4507	Alliance High School	Portland SD 1J	45.526096	-122.650227
4534	Portland Village School	Portland SD 1J	45.48937979999999	-122.6729481
4544	Woodburn Success	Woodburn SD 103	45.139902	-122.8515637
4545	EagleRidge High School	Klamath Falls City Schools	42.2232222	-121.7773587
4554	Arts and Technology Academy at Jefferson	Eugene SD 4J	44.0356688	-123.1151594
4555	Academy for Character Education	South Lane SD 45J3	43.8041334	-120.5542012
4557	Crater Academy of Health and Public Services	Central Point SD 6	42.3802742	-122.9219877
4559	Crater School of Business Innovation and Science	Central Point SD 6	42.3796583	-122.9212724
4561	Crater Renaissance Academy	Central Point SD 6	42.379753	-122.9209834
4564	Yamhill Carlton Intermediate School	Yamhill Carlton SD 1	45.3418266	-123.1857314
4585	Alliance Charter Academy	Oregon City SD 62	45.3737086	-122.5791879
4588	Trask River High School	ODE YCEP District	45.424784	-123.7964416
4589	Early College High School	Salem-Keizer SD 24J	44.9739021	-122.9809428
4592	Corbett School	Corbett SD 39	45.5298688	-122.2956322
4593	Madrone Trail Public Charter School	Medford SD 549C		
4595	Forest Grove Community School	Forest Grove SD 15	45.5194248	-123.1132755
4596	Roberts High School	Salem-Keizer SD 24J	44.9254493	-122.9889602
4601	Gresham Arthur Academy	Gresham-Barlow SD 10J	45.5109037	-122.4198986
4602	St Helens Arthur Academy	St Helens SD 502	45.86709889999999	-122.8866312
4604	The Cottonwood School of Civics and Science	Oregon Department of Education	45.5047966	-122.6780857
4609	Three Lakes High School	ODE YCEP District	43.8041334	-120.5542012
4637	Inavale Community Partners dba Muddy Creek Charter School 	Corvallis SD 509J	44.4597765	-123.3377789
4638	Beaverton Academy of Science and Engineering	Beaverton SD 48J		
4639	Sue Buel Elementary	McMinnville SD 40	45.1942149	-123.196813
4641	Free Orchards Elementary School	Hillsboro SD 1J	45.5175621	-123.0415047
4642	Lincoln Street Elementary School	Hillsboro SD 1J	45.5241212	-122.9773268
4643	Quatama Elementary School	Hillsboro SD 1J	45.5327518	-122.908767
4646	Ponderosa Elementary	Bend-LaPine Administrative SD 1		
4667	Lewis and Clark Montessori Charter School	Gresham-Barlow SD 10J		
4670	Summit Learning Charter	Estacada SD 108	45.361576	-122.3524856
4671	Bonny Slope Elementary School	Beaverton SD 48J	45.5394583	-122.7975344
4680	William E Miller Elementary	Bend-LaPine Administrative SD 1		
4690	Evergreen Virtual Academy	North Bend SD 13	43.40674790000001	-124.2214836
4702	Silvies River Charter School	Harney County Union High SD 1J	43.589327	-119.0495091
4703	Rosedale Elementary School	Hillsboro SD 1J	45.4915944	-122.914332
4712	Springville Elementary School	Beaverton SD 48J	45.568257	-122.851307
4713	Scouters Mountain Elementary	North Clackamas SD 12	45.44358159999999	-122.4882396
4714	Verne A Duncan Elementary School	North Clackamas SD 12	45.415363	-122.4873372
4715	Happy Valley Middle School	North Clackamas SD 12	45.4475793	-122.5184817
4720	The Ivy School	Oregon Department of Education		
4728	Baker Web Academy	Baker SD 5J	44.7784883	-117.8435595
4729	Redmond Proficiency Academy	Redmond SD 2J	44.2707547	-121.175088
4730	Ridges Elementary School	Sherwood SD 88J	45.3645963	-122.863822
4739	Camas Ridge Community Elementary 	Eugene SD 4J	44.024961	-123.076456
4740	Metro East Web Academy	Gresham-Barlow SD 10J	45.500535	-122.4317432
4744	Timber Ridge School	Greater Albany Public SD 8J	44.6472517	-123.0410607
4745	Molalla River Academy	Molalla River SD 35	45.1209535	-122.5214197
4746	The Community Roots School	Silver Falls SD 4J		
4759	Baker Early College	Baker SD 5J	44.7748748	-117.8343848
4762	Ardenwald Elementary School	North Clackamas SD 12	45.4578315	-122.624454
4763	Happy Valley Elementary School	North Clackamas SD 12	45.4475524	-122.5172475
4764	Lewelling Elementary School	North Clackamas SD 12	45.45102929999999	-122.6076505
4765	Linwood Elementary School	North Clackamas SD 12	45.4362765	-122.5997675
4766	Oregon Trail Elementary School	North Clackamas SD 12	45.4220869	-122.5078367
4767	Rock Creek Middle School	North Clackamas SD 12	45.4187623	-122.5293171
4793	Rosland Elementary	Bend-LaPine Administrative SD 1		
4802	Clackamas Academy of Industrial Sciences	Oregon City SD 62	45.3562549	-122.597024
4805	Arco Iris Spanish Immersion School	Beaverton SD 48J	45.46011439999999	-122.7938525
4820	Oregon Trail Academy	Oregon Trail SD 46	45.454677	-122.2897227
4821	Logos Charter School	Medford SD 549C		
4822	Rockwood Preparatory Academy	Reynolds SD 7	45.5171842	-122.4754842
4823	Sunny Wolf Charter School	Three Rivers/Josephine County SD	42.695477	-123.398068
4833	Sheridan AllPrep Academy	Sheridan SD 48J	45.1012177	-123.3984912
4848	Falcon Heights	Klamath County SD	42.69527670000001	-121.6142133
4850	Eagle Charter School	Oregon Department of Education		
4856	Rivers Edge Academy Charter School	Rogue River SD 35	42.5390291	-123.1632571
4857	Winter Lakes High	Coquille SD 8	43.1845907	-124.2062558
4858	Kalapuya Elementary School	Salem-Keizer SD 24J	44.96444109999999	-123.0753708
4859	Straub Middle School	Salem-Keizer SD 24J	44.9620383	-123.0757622
4867	Hope Chinese Charter School	Beaverton SD 48J	45.4946694	-122.783813
4973	Hillsboro Online Academy	Hillsboro SD 1J	45.5183672	-122.9840169
5056	Lowrie Primary School	West Linn-Wilsonville SD 3J	45.31060009999999	-122.7873933
5057	Trillium Creek Primary School	West Linn-Wilsonville SD 3J	45.374632	-122.6511782
5058	Ridgeview High School	Redmond SD 2J	44.2352372	-121.2175388
5059	Two Rivers Dos Rios Elementary 	Springfield SD 19	44.0525571	-123.0107628
5060	Le Monde French Immersion Public Charter School	Portland SD 1J	45.5226317	-122.6446852
5063	Woodland Charter School	Three Rivers/Josephine County SD	42.3340786	-123.3373948
5064	Cesar E Chavez Elementary	Salem-Keizer SD 24J	44.95540769999999	-123.0225067
5066	Battle Creek Elementary School	Salem-Keizer SD 24J	44.864076	-123.0259749
5150	Insight School of Oregon Painted Hills	Mitchell SD 55	44.5602911	-120.0281782
5201	Dillard Alternative High School	Winston-Dillard SD 116	43.074281	-123.5283578
5205	Kids Unlimited Academy	Medford SD 549C		
5218	Kairos PDX	Portland SD 1J	45.558482	-122.6697
5250	Innovations Academy	North Wasco County SD 21	45.0600051	-121.2375121
5251	Crater Lake Academy	Eagle Point SD 9	42.4609975	-122.8261864
5252	Mountain View Academy	Lowell SD 71	43.9175858	-122.7845653
5292	Pacific Crest Middle School	Bend-LaPine Administrative SD 1		
5293	Silver Rail Elementary School	Bend-LaPine Administrative SD 1		
5296	Ferndale Elementary School	Milton-Freewater Unified SD 7	45.9809826	-118.4025376
5298	Dallas Community Charter	Dallas SD 2	44.9080765	-123.3584338
5302	Barnes Butte Elementary	Crook County SD	44.3082232	-120.8247914
5304	The Valley School of Southern Oregon	Medford SD 549C	42.335982	-122.843595
5309	Bend International School	Bend-LaPine Administrative SD 1		
5349	Bridge Charter Academy	Lowell SD 71	43.9171922	-122.7801662
5355	Klamath Learning Center	Klamath Falls City Schools	42.22193679999999	-121.7767923
5357	Sutherlin Valley Online Academy	Sutherlin SD 130	43.3996478	-123.0864727
5359	Bridges High School	Jefferson County SD 509J	44.6297836	-121.1314697
5377	Meridian Creek Middle School	West Linn-Wilsonville SD 3J	45.3150729	-122.7414406
5380	Cascade Opportunity Center	Cascade SD 5	44.8078199	-122.9144057
5381	Mountainside High School	Beaverton SD 48J	45.4278573	-122.8560224
5382	Sato Elementary School	Beaverton SD 48J	45.5754989	-122.8382047
5384	Desert Sky Montessori	Bend-LaPine Administrative SD 1		
5385	The Cannon Beach Academy	Seaside SD 10	45.86766069999999	-123.9595201
5392	Frontier Charter Academy	Gervais SD 1	45.1055011	-122.8972577
5408	Chinese Language Immersion School	Eugene SD 4J	44.0021222	-123.101528
5427	Rose City Park	Portland SD 1J	45.5422181	-122.6046113
5428	Realms High School	Bend-LaPine Administrative SD 1		
5433	Morrow Education Center	Morrow SD 1	45.8957612	-119.5081873
5434	Gib Olinger Elementary School	Milton-Freewater Unified SD 7	45.926654	-118.3823643
5440	Cascade Virtual Academy	Mitchell SD 55	44.5602911	-120.0281782
5441	Destinations Career Academy of Oregon	Mitchell SD 55	44.566525	-120.153341
5443	South Valley Academy	Rogue River SD 35	42.4322037	-123.1625493
5444	TEACH-NW	Marcola SD 79J	44.1732515	-122.8591736
5446	Oregon Family School	Harney County SD 4	43.1423225	-119.0116305
5451	Beatrice Morrow Cannady Elementary	North Clackamas SD 12		
5452	North Star Elementary	Bend-LaPine Administrative SD 1		
5455	Harmony Academy	Lake Oswego SD 7J	45.4023812	-122.651938
5457	Willamette Connections Academy	Scio SD 95	44.7058478	-122.8525176
5489	Steins Pillar Elementary	Crook County SD	44.3947413	-120.6239844
5491	Oregon International School	Baker SD 5J	44.7748748	-117.8343848
5492	Philomath Academy	Philomath SD 17J	44.5386244	-123.3627349
5496	Marshfield Junior High	Coos Bay SD 9	43.3619807	-124.2199999
5498	Winter Lakes Elementary	Coquille SD 8	43.1900294	-124.1955922
5500	Hugh Hartman Elementary	Redmond SD 2J	44.27738189999999	-121.1918004
5505	Southern Oregon Success Academy	Three Rivers/Josephine County SD	42.5149626	-123.4195027
5506	FLEX Online School	Beaverton SD 48J	45.5271753	-122.8688244
5510	Medford Online Academy	Medford SD 549C		
5604	Baker Virtual Academy	Baker SD 5J	44.7748748	-117.8343848
5620	North Santiam Options Academy	North Santiam SD 29J	44.805651	-122.6498531
5622	Oregon Connections Academy	Prairie City SD 4	44.4560504	-118.7091931
5649	Adrienne C. Nelson High School	North Clackamas SD 12		
5650	Caldera High School	Bend-LaPine Administrative SD 1		
5652	Tumwater Middle School	Beaverton SD 48J	45.5237896	-122.797808
5664	Warrenton Middle School	Warrenton-Hammond SD 30	46.14072789999999	-123.915802
5668	Scappoose Online Academy	Scappoose SD 1J	45.7503786	-122.8760608
5669	South Umpqua Online Academy	South Umpqua SD 19	43.0324748	-123.2301821
5670	Roseburg Virtual School	Douglas County SD 4		
5671	Atfalati Ridge	Hillsboro SD 1J	45.5929794	-122.9775698
5677	Palisades World Language School	Lake Oswego SD 7J	45.4018456	-122.6924623
5678	GPFLEX School	Grants Pass SD 7	42.4436636	-123.3198467
5680	Gladiola High School	Grants Pass SD 7	42.4275548	-123.2950231
5682	Klamath Home Learning Academy	Klamath Falls City Schools	42.2301051	-121.7986314
5685	Phoenix-Talent Rising Academy	Phoenix-Talent SD 4	42.2764473	-122.8246777
5686	St. Helens Virtual Academy	St Helens SD 502	45.9066215	-122.9449414
5687	Tigard-Tualatin Virtual Academy	Tigard-Tualatin SD 23J	45.4124712	-122.7732368
5689	509J On-Line	Jefferson County SD 509J		
5690	Compass K-12 Online School	Lincoln County SD	44.609549	-123.942359
5717	Loma Vista Elementary	Hermiston SD 8	45.8591834	-119.2701436
5720	Colton Virtual Academy	Colton SD 53	45.0692324	-122.3433502
5721	Oliver Middle	Centennial SD 28J	45.5154401	-122.5000648
5722	Warrior Academy	Warrenton-Hammond SD 30	46.0722195	-123.5147923
5723	Nyssa Virtual School	Nyssa SD 26	43.6937572	-117.3882666
5728	Wallowa Middle School	Wallowa SD 12		
5732	HOLLA School	Reynolds SD 7	45.51976759999999	-122.5137921
5799	Riverside High School	West Linn-Wilsonville SD 3J	45.378001	-122.7061624
5809	Virtual Preparatory Academy of Oregon	Prairie City SD 4	44.4562469	-118.709155
5814	Tamarack Elementary School	Hillsboro SD 1J	45.48919040000001	-122.906858
5815	Oakdale Middle School	Medford SD 549C		
5817	Clark Elementary School	Portland SD 1J	45.513621	-122.5696116
5819	Art Rutkin Elementary School	Tigard-Tualatin SD 23J	45.4066884	-122.8454417
5821	Kalmiopsis Community Arts High School	Three Rivers/Josephine County SD	42.1660586	-123.6446267
5831	Catalyst High School 	Newberg SD 29J	45.3097867	-122.9507188
5850	Community Alternative Learning Center	Forest Grove SD 15	45.5082651	-123.0989632
